list_name,name,label,region,zone,woreda
choices_kebele,20402888010,Duba,2,204,20402
choices_kebele,20403888001,Awadi,2,204,20403
choices_kebele,20403888002,Merarmer,2,204,20403
choices_kebele,20403888003,Boyena,2,204,20403
choices_kebele,20403888004,Barantu,2,204,20403
choices_kebele,20403888005,Yeedilul,2,204,20403
choices_kebele,20403888006,Asabera,2,204,20403
choices_kebele,20403888007,Debaho,2,204,20403
choices_kebele,20403888008,Mebay,2,204,20403
choices_kebele,20403888009,Digidiga,2,204,20403
choices_kebele,20403888010,Nemeara,2,204,20403
choices_kebele,20403888011,Drmana,2,204,20403
choices_kebele,20404888001,Wale,2,204,20404
choices_kebele,20404888002,Gidela,2,204,20404
choices_kebele,20404888003,Kalina gabule,2,204,20404
choices_kebele,20404888004,Udayile,2,204,20404
choices_kebele,20404888005,Rekerek,2,204,20404
choices_kebele,20404888006,Rekub dora,2,204,20404
choices_kebele,20405888001,Botenina sebat,2,204,20405
choices_kebele,20405888002,Fokisa,2,204,20405
choices_kebele,20405888003,Harigerbo,2,204,20405
choices_kebele,20405888004,Kelewan,2,204,20405
choices_kebele,20405888005,Galikoma,2,204,20405
choices_kebele,20405888006,Ayganaburteli,2,204,20405
choices_kebele,20405888007,Derayitu,2,204,20405
choices_kebele,20405888008,Mulinasali,2,204,20405
choices_kebele,20501888001,Gewusina hamedidas,2,205,20501
choices_kebele,20501888002,Weyidelale ena yealu,2,205,20501
choices_kebele,20501888003,Oudelnasebole,2,205,20501
choices_kebele,20501888004,Kululi ena datakalaytu,2,205,20501
choices_kebele,20501888005,Telalak ena abaro,2,205,20501
choices_kebele,20501888006,Awarie ena lemelfen,2,205,20501
choices_kebele,20501888007,Geysu ena dawe,2,205,20501
choices_kebele,20501888008,Adalili ena dewe,2,205,20501
choices_kebele,20501888009,Helbinawale,2,205,20501
choices_kebele,20501888010,Heribeto ena rassa,2,205,20501
choices_kebele,20501888011,Fero ena megenta,2,205,20501
choices_kebele,20502888001,Adadlehengeg Ena Sinkile,2,205,20502
choices_kebele,20502888002,Fentigera,2,205,20502
choices_kebele,20502888003,Dalety,2,205,20502
choices_kebele,20502888004,Bohale Amayto,2,205,20502
choices_kebele,20502888005,Kumaber,2,205,20502
choices_kebele,20502888006,Hotimero,2,205,20502
choices_kebele,20502888007,Semu Kedabura,2,205,20502
choices_kebele,20502888008,Fentida,2,205,20502
choices_kebele,20502888009,Asgefen,2,205,20502
choices_kebele,20502888010,Bortidas Ena Galifage,2,205,20502
choices_kebele,20502888011,Melkajeba Ena Gelealu,2,205,20502
choices_kebele,20503888001,Eyaledina gandawri,2,205,20503
choices_kebele,20503888002,Kelentina na dersada,2,205,20503
choices_kebele,20503888003,Adallilina woderage,2,205,20503
choices_kebele,20503888004,Halbina senkokor,2,205,20503
choices_kebele,20503888005,Wahilonagedele,2,205,20503
choices_kebele,20503888006,yomidana kobaakoma,2,205,20503
choices_kebele,20503888007,Gedansanaforoskori,2,205,20503
choices_kebele,20503888008,Kahartunatutoli,2,205,20503
choices_kebele,20503888009,Deweborana kobat,2,205,20503
choices_kebele,20503888010,Kilolunagamura,2,205,20503
choices_kebele,20504888001,Asiharana dunti,2,205,20504
choices_kebele,20504888002,Hadona bidarie,2,205,20504
choices_kebele,20504888003,Ferhenona gewane,2,205,20504
choices_kebele,20504888004,Atayena anbosi,2,205,20504
choices_kebele,20504888005,Aabel gomona foruhaf,2,205,20504
choices_kebele,20504888006,Biluna dermina,2,205,20504
choices_kebele,20504888007,Welgelina jara,2,205,20504
choices_kebele,20504888008,Wei ke adigontole,2,205,20504
choices_kebele,20504888009,Umeda kosore dora,2,205,20504
choices_kebele,20504888010,Fahya ena kaniadis,2,205,20504
